"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","chatbot.fabnum.fr/51.38.43.26","443","INFO","HTTP","",""
"pre_128cipher","chatbot.fabnum.fr/51.38.43.26","443","INFO","No 128 cipher limit bug","",""
"SSLv2","chatbot.fabnum.fr/51.38.43.26","443","OK","not offered","",""
"SSLv3","chatbot.fabnum.fr/51.38.43.26","443","OK","not offered","",""
"TLS1","chatbot.fabnum.fr/51.38.43.26","443","INFO","not offered","",""
"TLS1_1","chatbot.fabnum.fr/51.38.43.26","443","INFO","not offered","",""
"TLS1_2","chatbot.fabnum.fr/51.38.43.26","443","OK","offered","",""
"TLS1_3","chatbot.fabnum.fr/51.38.43.26","443","OK","offered with final","",""
"ALPN_HTTP2","chatbot.fabnum.fr/51.38.43.26","443","OK","h2","",""
"ALPN","chatbot.fabnum.fr/51.38.43.26","443","INFO","http/1.1","",""
"cipherlist_NULL","chatbot.fabnum.fr/51.38.43.26","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","chatbot.fabnum.fr/51.38.43.26","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","chatbot.fabnum.fr/51.38.43.26","443","OK","not offered","","CWE-327"
"cipherlist_LOW","chatbot.fabnum.fr/51.38.43.26","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","chatbot.fabnum.fr/51.38.43.26","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","chatbot.fabnum.fr/51.38.43.26","443","LOW","offered","","CWE-310"
"cipherlist_STRONG_NOFS","chatbot.fabnum.fr/51.38.43.26","443","OK","offered","",""
"cipherlist_STRONG_FS","chatbot.fabnum.fr/51.38.43.26","443","OK","offered","",""
"cipher_order-tls1_2","chatbot.fabnum.fr/51.38.43.26","443","OK","server","",""
"cipherorder_TLSv1_2","chatbot.fabnum.fr/51.38.43.26","443","INFO","ECDHE-RSA-AES128-GCM-SHA256","",""
"cipher_order","chatbot.fabnum.fr/51.38.43.26","443","OK","server","",""
"FS","chatbot.fabnum.fr/51.38.43.26","443","OK","offered","",""
"FS_ciphers","chatbot.fabnum.fr/51.38.43.26","443","INFO","DHE-RSA-AES128-GCM-SHA256 DHE-RSA-AES128-SHA256 DHE-RSA-AES128-SHA DHE-RSA-AES256-GCM-SHA384 DHE-RSA-AES256-SHA256 DHE-RSA-AES256-SHA ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES128-SHA256 ECDHE-RSA-AES128-SHA ECDHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES256-SHA384 ECDHE-RSA-AES256-SHA","",""
"FS_ECDHE_curves","chatbot.fabnum.fr/51.38.43.26","443","OK","prime256v1 secp384r1 secp521r1","",""
"TLS_extensions","chatbot.fabnum.fr/51.38.43.26","443","INFO","'renegotiation info/#65281' 'server name/#0' 'EC point formats/#11' 'session ticket/#35' 'supported versions/#43' 'key share/#51' 'supported_groups/#10' 'max fragment length/#1' 'application layer protocol negotiation/#16' 'encrypt-then-mac/#22' 'extended master secret/#23'","",""
"TLS_session_ticket","chatbot.fabnum.fr/51.38.43.26","443","INFO","valid for 86400 seconds only (<daily)","",""
"SSL_sessionID_support","chatbot.fabnum.fr/51.38.43.26","443","INFO","yes","",""
"sessionresumption_ticket","chatbot.fabnum.fr/51.38.43.26","443","INFO","supported","",""
"sessionresumption_ID","chatbot.fabnum.fr/51.38.43.26","443","INFO","supported","",""
